name,title,facility_name,place_supplement,category_names,event_date1,event_close_date1,event_date2,event_close_date2,event_date3,event_close_date3,event_date4,event_close_date4,event_date5,event_close_date5,event_date_supplement,body,event_uri,target,fee,nursery,capacity,advance_entry,advance_supplement,circle_name,sponsor_supplement,inquiry_email,inquiry_tel,inquiry_uri,memo,image_file_name,image_file_upload_path,image2_file_name,image2_file_upload_path,image3_file_name,image3_file_upload_path,append_file_name,append_file_upload_path,append2_file_name,append2_file_upload_path,append3_file_name,append3_file_upload_path,state
2021072200158 ,キリンガイド,浜松市動物園,ミニサファリ前,学ぶ,2021/8/21,,2021/8/28,,,,,,,,18：30～18：45,キリンについて担当飼育員からのガイドです。,,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,チラシ掲載のないイベント（7/22國井）,,,,,,,,,,,,,public
2021072200141 ,キリンガイド,浜松市動物園,ミニサファリ前,学ぶ,2021/8/7,,,,,,,,,,19：00～19：15,キリンについて担当飼育員からのガイドです。,,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,チラシ掲載のないイベント（7/22國井）,,,,,,,,,,,,,public
2021072200134 ,小型サルガイド,浜松市動物園,小型サル舎前,学ぶ,2021/8/14,,,,,,,,,,18：30〜18：45,小型サルについて担当飼育員からのガイドです。,,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,チラシ掲載のないイベント（7/22國井）,,,,,,,,,,,,,public
2021072200127 ,小型サルガイド,浜松市動物園,小型サル舎前,学ぶ,2021/8/7,,,,,,,,,,18：00〜18：15,小型サルについて担当飼育員からのガイドです。,,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,チラシ掲載のないイベント（7/22國井）,,,,,,,,,,,,,public
2021072200110 ,ゾウにおもちゃのプレゼント,浜松市動物園,ゾウ運動場前,学ぶ,2021/8/21,,2021/8/28,,,,,,,,18：00～18：15,"飼育員からゾウにおもちゃのプレゼント。
興味を示してゾウの様子を観察していただけます。",,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,チラシ掲載のないイベント（7/22國井）,,,,,,,,,,,,,public
2021072200103 ,ライオンにおもちゃのプレゼント,浜松市動物園,ライオン展示場前,学ぶ,2021/8/7,,2021/8/14,,,,,,,,18：00～18：15,飼育員からライオンにおもちゃのプレゼント。興味を示して遊ぶライオンの様子を観察していただけます。,,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,チラシ掲載のないイベント（7/22國井）,,,,,,,,,,,,,public
2021072200097 ,クロカンガルーガイド,浜松市動物園,カンガルー展示場前,学ぶ,2021/8/7,,2021/8/14,,2021/8/21,,2021/8/28,,,,18：00～18：15,クロカンガルーについて担当飼育員からのガイドです。,,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,チラシ掲載のないイベント（7/22國井）,,,,,,,,,,,,,public
2021072200080 ,羊毛を使ったクラフト作り　（特別企画展イベント）,浜松市動物園,動物愛護教育センター２階　多目的ホール,作る,2021/7/24,,2021/7/31,,,,,,,,13：30～（受付13：20～13：30）,浜松市動物園で飼育中のヒツジの毛から作るフェルトボールでストラップ作りに挑戦してみましょう。,,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,各日先着20名,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,チラシ掲載のないイベント（7/22國井）,,,,,,,,,,,,,public
2021072200028 ,羊毛を使ったクラフト作り　（特別企画展イベント）,浜松市動物園,動物愛護教育センター２階　多目的ホール,作る,2021/8/7,,2021/8/14,,2021/8/21,,2021/8/28,,,,13：30～（受付13：20～13：30）,浜松市動物園で飼育中のヒツジの毛から作るフェルトボールでストラップ作りに挑戦してみましょう。,https://www.hamazoo.net/caldata/dayori/dayori202108.pdf,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,各日先着20名,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,,,,,,,,,,,,,,public
2021072200073 ,モルモットと写真,浜松市動物園,いのちのふれあいゾーン芝生広場前,学ぶ,2021/8/7,,2021/8/14,,2021/8/21,,2021/8/28,,,,受付　16：00〜16：30,担当飼育員からの簡単な説明の後、モルモットを膝に乗せて抱っこすることができます。,,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,時間内に受け付けされた方のみ（多数の場合はお断りすることがございます）,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,チラシ掲載のないイベント（7/22國井）,,,,,,,,,,,,,public
2021072200066 ,ダチョウの卵を割ってみよう,浜松市動物園,ミニサファリ前,"遊ぶ
学ぶ",2021/8/19,,,,,,,,,,11：00～,"大きな大きなダチョウの卵。
間近で見たり、触ったりして、ニワトリの卵との違いを観察してみましょう。",https://www.hamazoo.net/caldata/dayori/dayori202108.pdf,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,先着5組,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,,,,,,,,,,,,,,public
2021072200059 ,ニホンザルに氷のプレゼント,浜松市動物園,サル山前,遊ぶ,2021/8/14,,,,,,,,,,11：00～,"飼育員からニホンザルに涼をプレゼント。
エサ入りの氷に喜ぶニホンザルの様子を観察いただけます。",https://www.hamazoo.net/caldata/dayori/dayori202108.pdf,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,,,,,,,,,,,,,,public
2021072200042 ,ポニー・ミニチュアホースのお手入れ体験（特別企画展イベント）,浜松市動物園,ポニー舎前,遊ぶ,2021/8/11,2021/8/13,,,,,,,,,13：15〜（受付13：15～13：30）,ポニーとミニチュアホースのお手入れ（ブラッシング）を体験できます。,https://www.hamazoo.net/caldata/dayori/dayori202108.pdf,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,時間内に受け付けされた方のみ（多数の場合はお断りすることがございます）,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,,,,,,,,,,,,,,public
2021072200035 ,ペンギンのエサやり,浜松市動物園,ペンギン展示場前,遊ぶ,2021/8/10,,2021/8/24,,,,,,,,14：00～,ペンギンたちにエサ（魚）やり体験ができます。,https://www.hamazoo.net/caldata/dayori/dayori202108.pdf,どなたでも,"無料
【入園料】大人（高校生以上）410円、中学生以下無料",,各日先着20名,不要,,浜松市動物園,,hamazoo@city.hamamatsu.shizuoka.jp,053-487-1122,https://www.hamazoo.net/,,,,,,,,,,,,,,public
2021072100113 ,【9月5日まで】夏季特別展示「ウォットでSDGｓ」,浜名湖体験学習施設ウォット,,学ぶ,2021/7/13,,2021/9/5,,,,,,,,9：00～16：30,"【開催期間：7月13日（火）～9月5日（日）】

SDGｓとは「持続的可能な開発目標」という意味で2015年に国連総会で決められたより良い世界を目指すための「17の目標」のことです。

ウォットではこの「17の目標」について生き物たちの力を借りてわかりやすく紹介します。今世界が抱えている問題への理解を深めるきっかけになればと思います。",https://ulotto.entetsuassist-dms.com/news/detail/333,,【入館料】大人320円、高校生以下・70歳以上の方は無料,,,不要,,浜名湖体験学習施設ウォット,,,053-592-2880,https://ulotto.entetsuassist-dms.com/,,,,,,,,,,,,,,public
2021072100106 ,子育て講座「はじめてのお菓子作り」,,引佐総合体育館　会議室,"作る
食べる",2021/11/24,,,,,,,,,,10：00～12：00,お子さんと一緒にクッキーとマフィン作りを楽しみましょう！,https://www.city.hamamatsu.shizuoka.jp/documents/82678/51.pdf,"2・3歳児と保護者の方
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。
",600円,あり（5人）,12組,要,,,引佐協働センター,,053-542-1112,https://www.city.hamamatsu.shizuoka.jp/is-kyodo/oshirase.html,開催場所　総合体育館に「引佐」を加筆しました（7/21國井）,,,,,,,,,,,,,public
2021072100090 ,子育て講座「親子にやさしいだっことおんぶ」,,引佐総合体育館　会議室,学ぶ,2021/11/15,,,,,,,,,,13：00～15：00,肩こり、腱鞘炎の予防になる基本の抱っこを知って、楽しく育児をしませんか？,https://www.city.hamamatsu.shizuoka.jp/documents/82678/51.pdf,"0歳児の赤ちゃんとご家族
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。
",無料,あり（5人）,10組,要,,,引佐協働センター,,053-542-1112,https://www.city.hamamatsu.shizuoka.jp/is-kyodo/oshirase.html,開催場所　総合体育館に「引佐」を加筆しました（7/21國井）,,,,,,,,,,,,,public
2021072100083 ,地域文化セミナー　スポーツ講座「免疫力アップ！！腸活マッサージ」,,引佐多目的研修センター　1階多目的ホール,"学ぶ
スポーツ",2021/10/4,,,,,,,,,,10：00～11：30　10月25日までの月曜日（全4回）,身体の中からコンディションを整えましょう。,https://www.city.hamamatsu.shizuoka.jp/documents/82678/51.pdf,"18歳以上
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。
",無料,あり（5人）,20人,要,,,引佐協働センター,,053-542-1112,https://www.city.hamamatsu.shizuoka.jp/is-kyodo/oshirase.html,,,,,,,,,,,,,,public
2021072100069 ,女性講座「ネイル」,,引佐多目的研修センター　2階視聴覚研修室,学ぶ,2021/10/26,,,,,,,,,,10：00～11：30　11/9・11/16の火曜日（全3回）,ネイルケアや簡単なネイルアートを学びましょう。,https://www.city.hamamatsu.shizuoka.jp/documents/82678/51.pdf,"18歳以上の女性
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。
",700円,あり（5人）,15人,要,,,引佐協働センター,,053-542-1112,https://www.city.hamamatsu.shizuoka.jp/is-kyodo/oshirase.html,,,,,,,,,,,,,,public
2021072100052 ,子供講座「しめ縄リースを作ろう」,,引佐多目的研修センター　2階視聴覚研修室,"作る
季節行事",2021/12/27,,,,,,,,,,9：30～11：30,"お正月用のリースを作ります。
しめ縄作りから挑戦しよう！",https://www.city.hamamatsu.shizuoka.jp/documents/82678/51.pdf,"小学生（2年生以下は保護者同伴）
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。
",700円,,20人,要,,,引佐協働センター,,053-542-1112,https://www.city.hamamatsu.shizuoka.jp/is-kyodo/oshirase.html,ジャンル「季節行事」　お正月特集記事で見つけやすいよう設定（7/21國井）,,,,,,,,,,,,,public
2021072100045 ,子供講座「秋のお楽しみ人形劇」,,引佐多目的研修センター　1階多目的ホール,文化芸術,2021/11/6,,,,,,,,,,11：00～12：00,腹話術・人形劇を中心に手遊びやうた遊びを交えたステージをお届けします。,https://www.city.hamamatsu.shizuoka.jp/documents/82678/51.pdf,"幼児～どなたでも（2年生以下は保護者同伴）
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。
",無料,,100人,要,,,引佐協働センター,,053-542-1112,https://www.city.hamamatsu.shizuoka.jp/is-kyodo/oshirase.html,,,,,,,,,,,,,,public
2021072000352 ,夏休み！はままつ版「やさしい日本語」でグローバルコミュニケーションを楽しもう！,,研修交流センター62会議室・楽器博物館,"学ぶ
交流",2021/7/31,,,,,,,,,,10：00～16：30,"こんにちは。7月に入り、まもなく子どもたちは夏休みです。うれしいような、しかし宿題の山に追われて大変なような…
フィリピノナガイサの子どもたちもご多分に漏れずなのですが、毎年、外国にルーツのある子どもたちからは、こんな声がチラホラ聞かれます。

絵日記の宿題困るー。どこも出かけてないし、書くことないー。書き方もわからないー。

そこで、今年は7月31日に浜松駅から徒歩で行ける「楽器博物館へいっしょに出かけよう」という企画を考えました。

浜松在住外国人の親子と、日本語を使って交流してくださる方を先着15名募集します。（浜松市UD・男女共同参画提案事業）

",https://filipinonagkaisa.org/news/7038/,,講座は無料、入場料は各自負担,,15名（先着順）,要,,,NPO法人フィリピノナガイサ,filipinonagkaisa@yahoo.co.jp,,https://filipinonagkaisa.org/,まなぼっとより,,,,,,,,,,,,,public
2021072000345 ,*ママゼミ*　鶏皮の唐揚げでアルファ米エビピラフのアレンジレシピを作ろう♪,オンライン,オンライン開催のため、ご自宅での参加です,"学ぶ
作る",2021/8/28,,,,,,,,,,10:30〜11:30,"【非常食プレゼント！】ローリングストック消費にも。「かんたん非常食アレンジレシピ」を作ってみよう！

============================
ローリングストックの消費にも！
アルファ米のエビピラフと鶏皮を使った非常食アレンジレシピ☆彡を作ります！
============================
☆☆☆材料は各々ご準備いただけると、当日画面を見ながら一緒に作ることが可能です。☆☆☆

【調理器具】
①卓上コンロ＋カセットガス（普段お使いのコンロでもＯＫ）
②フライパン
③まな板
④包丁

【材料：１人分】
①アルファ米のエビピラフ(1袋)　←プレゼント致します♪
※郵送にてお送する予定です。お申し込み後ご案内メールをお送り致します。
②お湯（160ml）　※お湯は講座開始前までにご用意をお願い致します。
③鶏皮(1枚)
④カレー粉(約大1/2～大1)　※粉末タイプをご用意ください。
⑤ベビーリーフ(適量)
⑥サニーレタス(お好きな量で)
⑦ミニトマト(4～5個)
⑧小麦粉(適量)
⑨塩(少々)
⑩サラダ油(適量)
※野菜などは、おうちにあるものでのご用意で大丈夫です♪
",https://mamazemi.com/zemi/detail/346,,参加無料,なし 親子で参加いただけます,8名,要,,,エネジン（株）,kikaku@enegene.co.jp,053-471-1449,https://mamazemi.com/,,,,,,,,,,,,,,public
2021072000338 ,夏休み体験教室　子ども向け講座「ボート教室」,,（確認要）,スポーツ,2021/8/20,,,,,,,,,,12：00～17：00,"今年も、小・中学生向け講座を開催します。夏の思い出を作りましょう！お楽しみに！

詳細は、学校を通して配布したチラシを確認または水窪文化会館へお問い合わせください。",https://www.city.hamamatsu.shizuoka.jp/mb-kyodo/ward/tenryuku/mb-bunka/tayori75.html#event,"小中学生向け
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。",,,,要,,,水窪文化会館,,053-982-0013,https://www.city.hamamatsu.shizuoka.jp/tn-machi/culture_art/misakubo-kaikan/index.html,,,,,,,,,,,,,,public
2021072000321 ,夏休み体験教室　子ども向け講座「木工教室」,,水窪文化会館（確認要）,作る,2021/8/11,,,,,,,,,,13：00～15：30,"今年も、小・中学生向け講座を開催します。夏の思い出を作りましょう！お楽しみに！

詳細は、学校を通して配布したチラシを確認または水窪文化会館へお問い合わせください。",https://www.city.hamamatsu.shizuoka.jp/mb-kyodo/ward/tenryuku/mb-bunka/tayori75.html#event,"小中学生向け
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。",,,,要,,,水窪文化会館,,053-982-0013,https://www.city.hamamatsu.shizuoka.jp/tn-machi/culture_art/misakubo-kaikan/index.html,,,,,,,,,,,,,,public
2021072000314 ,夏休み体験教室　子ども向け講座「ドライフラワー教室」,,水窪文化会館（確認要）,作る,2021/8/10,,,,,,,,,,10：00～11：30,"今年も、小・中学生向け講座を開催します。夏の思い出を作りましょう！お楽しみに！

詳細は、学校を通して配布したチラシを確認または水窪文化会館へお問い合わせください。",https://www.city.hamamatsu.shizuoka.jp/mb-kyodo/ward/tenryuku/mb-bunka/tayori75.html#event,"小中学生向け
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。",,,,要,,,水窪文化会館,,053-982-0013,https://www.city.hamamatsu.shizuoka.jp/tn-machi/culture_art/misakubo-kaikan/index.html,,,,,,,,,,,,,,public
2021072000307 ,夏休み体験教室　子ども向け講座「手品教室」,,水窪文化会館（確認要）,学ぶ,2021/8/6,,,,,,,,,,13：30～15：00,"今年も、小・中学生向け講座を開催します。夏の思い出を作りましょう！お楽しみに！

詳細は、学校を通して配布したチラシを確認または水窪文化会館へお問い合わせください。",https://www.city.hamamatsu.shizuoka.jp/mb-kyodo/ward/tenryuku/mb-bunka/tayori75.html#event,"小中学生向け
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。",,,,要,,,水窪文化会館,,053-982-0013,https://www.city.hamamatsu.shizuoka.jp/tn-machi/culture_art/misakubo-kaikan/index.html,,,,,,,,,,,,,,public
2021072000284 ,夏休み体験教室　子ども向け講座「理科工作教室」,,水窪文化会館（確認要）,学ぶ,2021/8/3,,,,,,,,,,13：30～15：00,"今年も、小・中学生向け講座を開催します。夏の思い出を作りましょう！お楽しみに！

詳細は、学校を通して配布したチラシを確認または水窪文化会館へお問い合わせください。",https://www.city.hamamatsu.shizuoka.jp/mb-kyodo/ward/tenryuku/mb-bunka/tayori75.html#event,"小中学生向け
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。",,,,要,,,水窪文化会館,,053-982-0013,https://www.city.hamamatsu.shizuoka.jp/tn-machi/culture_art/misakubo-kaikan/index.html,,,,,,,,,,,,,,public
2021072000291 ,夏休み体験教室　子ども向け講座「草木染め教室」,,水窪文化会館（確認要）,作る,2021/8/5,,,,,,,,,,10：00～11：30,"今年も、小・中学生向け講座を開催します。夏の思い出を作りましょう！お楽しみに！

詳細は、学校を通して配布したチラシを確認または水窪文化会館へお問い合わせください。",https://www.city.hamamatsu.shizuoka.jp/mb-kyodo/ward/tenryuku/mb-bunka/tayori75.html#event,"小中学生向け
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。",,,,要,,,水窪文化会館,,053-982-0013,https://www.city.hamamatsu.shizuoka.jp/tn-machi/culture_art/misakubo-kaikan/index.html,,,,,,,,,,,,,,public
2021072000277 ,水窪文化会館ピアノ・ホール無料開放,,水窪文化会館,文化芸術,2021/8/2,,2021/8/16,,2021/8/23,,2021/8/30,,,,午前9時～午後5時,"水窪文化会館のピアノとホールステージを無料開放します。
水窪文化会館にある楽器などの使用や、ご自分の楽器などを持ち込むことができますので、お気軽にご利用ください。",https://www.city.hamamatsu.shizuoka.jp/documents/120121/mb-bunka75.pdf,,無料,,,不明,,,水窪文化会館,,053-982-0013,https://www.city.hamamatsu.shizuoka.jp/tn-machi/culture_art/misakubo-kaikan/index.html,"
HP：7月と誤記のためチラシにリンク。",,,,,,,,,,,,,public
2021072000260 ,星空観望会,,水窪文化会館　天体観測ドーム,"学ぶ
自然",2021/8/12,,2021/8/24,,,,,,,,午後7時30分～9時　※開催時間内で出入り自由,"月、惑星、星雲、銀河などを見ることができます。
お気軽にお越しください。

※新型コロナウイルス感染症防止のため、開催中止となる場合があります。",https://www.city.hamamatsu.shizuoka.jp/mb-kyodo/ward/tenryuku/mb-bunka/tayori75.html#event,"子供から大人まで
・小学生以下の参加は保護者同伴でお願いします。",無料,,,不要,,,水窪文化会館,,053-982-0013,https://www.city.hamamatsu.shizuoka.jp/tn-machi/culture_art/misakubo-kaikan/index.html,,,,,,,,,,,,,,public
2021072000246 ,【8月31日まで】小畑・長尾プール　オープン,,水窪小畑プール・水窪長尾プール,遊ぶ,2021/7/22,,2021/8/31,,,,,,,,,"【開場期間：7月22日（木）～8月31日（火）】

時間
午後1時～3時【小学生以下】
午後1時～4時【中学生】
午後3時～4時【高校生以上】

大雨警報または雷が鳴った時は閉場します。
新型コロナウイルスの感染拡大によりプールを閉場する場合があります。
開場時間内であっても、上記理由等により閉場する場合があります。",https://www.city.hamamatsu.shizuoka.jp/mb-kyodo/ward/tenryuku/mb-bunka/tayori75.html#event,,,,,不要,,,水窪文化会館,,053-982-0013,https://www.city.hamamatsu.shizuoka.jp/tn-machi/culture_art/misakubo-kaikan/index.html,,,,,,,,,,,,,,public
2021072000239 ,【8月15日まで】夏休み子ども図書ウィーク　関連企画　「統計グラフコンクール作品展」,,静岡県立中央図書館　2階インフォメーションホール,文化芸術,2021/8/3,,2021/8/15,,,,,,,,,"【開催期間：8月3日（火）～8月15日（日）】
※期間中、休館日が含まれますのでご確認ください。

県データ活用推進課の協力のもと、令和元年度（第 68 回）静岡県統計グラフコンクール優秀作品を展示します。
夏休みの宿題の参考になるかも。",https://www.tosyokan.pref.shizuoka.jp/assets/tirashi.pdf#page=2,,,,,不要,,,静岡県立中央図書館,webmaster@tosyokan.pref.shizuoka.jp,054-262-1242,https://www.tosyokan.pref.shizuoka.jp/,http://www2.pref.shizuoka.jp/all/kisha.nsf/c3db48f94231df2e4925714700049a4e/b31fc8510f50211649258707001e3780?OpenDocument,,,,,,,,,,,,,public
2021072000222 ,【8月29日まで】夏休み子ども図書ウィーク　関連企画　「ユニバーサルデザイン絵本コンクール作品展」,,静岡県立中央図書館　2階閲覧室,文化芸術,2021/7/20,,2021/8/29,,,,,,,,,"【開催期間：7月20日（火）～8月29日（日）】
※期間中、休館日が含まれますのでご確認ください。

静岡文化芸術大学「ユニバーサルデザイン絵本コンクール」の応募作品の中から受賞作を中心に展示します。",https://www.tosyokan.pref.shizuoka.jp/assets/tirashi.pdf#page=2,,,,,不要,,,静岡県立中央図書館,webmaster@tosyokan.pref.shizuoka.jp,054-262-1242,https://www.tosyokan.pref.shizuoka.jp/,http://www2.pref.shizuoka.jp/all/kisha.nsf/c3db48f94231df2e4925714700049a4e/b31fc8510f50211649258707001e3780?OpenDocument,,,,,,,,,,,,,public
2021072000215 ,夏休み子ども図書ウィーク　「親子ドローン体験教室」,,静岡県立中央図書館,学ぶ,2021/8/7,,,,,,,,,,10：30～12：00,テレビで大活躍の撮影用ドローンを見て触れる90分間！トイドローンの操縦体験も出来ます。,https://www.tosyokan.pref.shizuoka.jp/contents/info/2021/post_49.html#doro,小学校3年生から高校生まで（小学生は保護者同伴）,無料,,10人（先着順）,要,,,静岡県立中央図書館,webmaster@tosyokan.pref.shizuoka.jp,054-262-1242,https://www.tosyokan.pref.shizuoka.jp/,http://www2.pref.shizuoka.jp/all/kisha.nsf/c3db48f94231df2e4925714700049a4e/b31fc8510f50211649258707001e3780?OpenDocument,,,,,,,,,,,,,public
2021072000208 ,夏休み子ども図書ウィーク　「親子ドローン体験教室」,,静岡県立中央図書館,学ぶ,2021/8/6,,,,,,,,,,13：00～14：30,テレビで大活躍の撮影用ドローンを見て触れる90分間！トイドローンの操縦体験も出来ます。,https://www.tosyokan.pref.shizuoka.jp/contents/info/2021/post_49.html#doro,小学校3年生から高校生まで（小学生は保護者同伴）,無料,,10人（先着順）,要,,,静岡県立中央図書館,webmaster@tosyokan.pref.shizuoka.jp,054-262-1242,https://www.tosyokan.pref.shizuoka.jp/,http://www2.pref.shizuoka.jp/all/kisha.nsf/c3db48f94231df2e4925714700049a4e/b31fc8510f50211649258707001e3780?OpenDocument,,,,,,,,,,,,,public
2021072000192 ,夏休み子ども図書ウィーク　「ふじっぴーの親子グラフ教室」,,静岡県立中央図書館,学ぶ,2021/8/5,,,,,,,,,,10：00～11：30,"グラフ作りや静岡県に関する統計クイズに挑戦。パソコンの統計キッズページも使ってみます。
ふじっぴーも来るよ。",https://www.tosyokan.pref.shizuoka.jp/contents/info/2021/post_49.html#gura,小学校3年生から6年生、保護者（小学校3年生以下は保護者同伴）,無料,,10人（先着順）,要,,,静岡県立中央図書館,webmaster@tosyokan.pref.shizuoka.jp,054-262-1242,https://www.tosyokan.pref.shizuoka.jp/,http://www2.pref.shizuoka.jp/all/kisha.nsf/c3db48f94231df2e4925714700049a4e/b31fc8510f50211649258707001e3780?OpenDocument,,,,,,,,,,,,,public
2021072000178 ,夏休み子ども図書ウィーク　「プログラミング教室」,,静岡県立中央図書館,"学ぶ
作る",2021/8/3,,,,,,,,,,10：00～12：00,"Scratchというプログラミング言語を使って、プログラミングの仕組み考え方を学びます。
講座の中で、他の人が作ったゲームで遊んでみたり、自分でゲームを作ってみたりしましょう！",https://www.tosyokan.pref.shizuoka.jp/contents/info/2021/post_49.html#puro,小学校高学年程度（保護者の参加は任意）,無料,,10人（先着順）,要,,,静岡県立中央図書館,webmaster@tosyokan.pref.shizuoka.jp,054-262-1242,https://www.tosyokan.pref.shizuoka.jp/,http://www2.pref.shizuoka.jp/all/kisha.nsf/c3db48f94231df2e4925714700049a4e/b31fc8510f50211649258707001e3780?OpenDocument,,,,,,,,,,,,,public
2021072000161 ,夏休み子ども図書ウィーク　「ユニバーサルデザイン絵本手作り教室」,,静岡県立中央図書館,作る,2021/8/1,,,,,,,,,,13：00～16：00,年齢や立場を超えてともに楽しむことのできる絵本を、身近な材料で作ってみよう。,https://www.tosyokan.pref.shizuoka.jp/contents/info/2021/post_49.html#UD,どなたでも（小学校3年生以下は保護者同伴）,無料,,10人（先着順）,要,,,静岡県立中央図書館,webmaster@tosyokan.pref.shizuoka.jp,054-262-1242,https://www.tosyokan.pref.shizuoka.jp/,http://www2.pref.shizuoka.jp/all/kisha.nsf/c3db48f94231df2e4925714700049a4e/b31fc8510f50211649258707001e3780?OpenDocument,,,,,,,,,,,,,public
2021072000154 ,東京2020パラリンピック聖火リレー出立式,,四ツ池公園陸上競技場（中区上島6丁目19-1）,その他,2021/8/17,,,,,,,,,,19：30～20：30（予定）,"【出立式とは】
静岡県では、パラリンピック聖火リレー終了後、「東京2020パラリンピック聖火（静岡県）」を開催都市である東京都へ送り出します。最終聖火ランナーを会場に迎え、聖火皿に点火、出立宣言を行います。

浜松市区間聖火リレーの実施（3区間）、聖火皿への点火、出立宣言、フォトセッション、ブース出展など",https://shizu2020.pref.shizuoka.jp/news/torch-shuttatusiki.html,静岡県内在住の方のみ,無料,,500人,要,,,スポーツ・文化観光部スポーツ局オリンピック・パラリンピック推進課,olypara@pref.shizuoka.lg.jp,054-221-3744,,http://www2.pref.shizuoka.jp/all/kisha.nsf/c3db48f94231df2e4925714700049a4e/d7a38ed345e053ac49258710001de1c2?OpenDocument,,,,,,,,,,,,,public
2021072000147 ,アロマセラピー・ボランティア養成講座,,"ふれあい交流センター浜北（浜北区小林1272-1）
",学ぶ,2021/9/3,,,,,,,,,,"午前9時30分～午前11時30分（受付 午前9時15分～）　9月10日、17日の金曜日（全3回）
","アロマについて学び、それを活かしたボランティア活動を始めてみませんか？
①アロマの香りを楽しむ
②アロマハンドトリートメント・アロマクラフト
③アロマを発信しよう　ボランティア活動の楽しみ方
",http://www.hamamatsu-syakyou.jp/?action_contentsdetail=1&id=2834,"浜松市内在住で、ボランティアを始めたい方、ご自身のスキルを活かしたい方、アロマに興味がある方など
","1,000円（3回分の参加費+材料費）
","あり
","12名
",要,,,"浜松市社会福祉協議会　浜北地区センター
",csw-hamakita@gaea.ocn.ne.jp,053-586-4499,http://www.hamamatsu-syakyou.jp/,,,,,,,,,,,,,,public
